,year,ISO_code,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_freedom,pf_religion_repression,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_entry,pf_association_assembly,pf_association_barries,pf_association_bans,pf_association_estopparties,pf_association_opposition,pf_association_civilrepression,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_media,pf_expression_cable,pf_expression_newspapers,pf_expression_control,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_regulatory,ef_legal_police,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,womens_freedom
1433,2015,SLE,Sierra Leone,Sub-Saharan Africa,6.32,114.0,3.0,3.8,4.1,3.8,4.1,9.3,10.0,10.0,7.5,10.0,10.0,9.5,1.2,5.0,3.1,7.3,10.0,10.0,5.0,8.3,9.2,8.8,9.6,8.5,9.0,9.2,,8.2,8.1,8.2,5.8,9.2,8.1,10.0,10.0,4.7,,,,8.2,,0.0,10.0,5.0,10.0,7.5,6.96,85.0,9.1,10.0,4.1,8.0,5.0,6.5,5.5,7.0,3.66,3.6,4.72,4.2,5.7,4.2,5.4,4.18,0.8,4.1,8.0,6.8,8.4,5.0,7.1,8.5,7.6,7.1,7.7,4.55,1.1,2.8,10.0,0.0,0.0,1.8,0.6,5.3,2.0,0.0,8.0,3.3,3.3,4.47,5.68,8.0,0.0,10.0,5.2,3.9,2.4,9.4,5.3,8.2,6.2,5.9,4.8,5.67,140.0,4.8599999999999985
1434,2014,SLE,Sierra Leone,Sub-Saharan Africa,6.34,113.0,3.0,4.7,4.0,3.6,4.0,9.3,5.0,10.0,7.5,10.0,10.0,8.5,1.2,5.0,3.1,7.0,5.0,10.0,5.0,6.7,9.2,8.8,9.8,10.0,9.4,9.2,,8.2,8.1,8.2,5.8,9.2,8.1,10.0,10.0,5.1,,,,8.4,,0.0,10.0,5.0,10.0,7.5,6.75,92.0,9.8,10.0,4.0,8.0,5.0,6.5,5.5,7.2,3.6,3.5,4.6,4.2,5.7,6.1,5.4,4.0,0.8,4.3,8.5,7.0,8.5,5.0,7.3,9.0,7.6,7.1,7.9,6.1,1.1,3.6,10.0,0.0,1.7,1.8,1.1,5.7,2.0,1.7,9.0,4.2,3.3,5.8,6.7,8.0,0.0,10.0,5.6,4.3,2.4,9.2,5.3,8.2,6.1,5.9,5.3,5.93,133.0,4.8599999999999985
1435,2013,SLE,Sierra Leone,Sub-Saharan Africa,6.28,118.0,4.0,4.4,4.3,3.3,4.1,9.3,10.0,10.0,7.5,10.0,10.0,9.5,1.2,5.0,3.1,7.3,5.0,5.0,5.0,5.0,9.2,8.8,9.8,9.6,9.4,9.2,5.0,8.2,8.1,8.2,5.8,9.2,7.5,10.0,10.0,5.3,7.5,5.0,7.5,7.5,,0.0,10.0,5.0,10.0,7.5,6.55,103.0,9.6,10.0,3.2,8.0,5.0,6.5,5.5,7.0,3.7,3.5,4.7,4.2,5.7,6.1,5.4,4.0,0.8,4.3,8.5,7.8,7.9,5.0,7.3,9.1,7.6,7.1,8.0,6.1,6.3,6.2,10.0,0.0,1.7,1.8,1.1,6.3,2.0,0.0,9.0,3.7,6.7,5.8,6.7,6.0,0.0,10.0,5.9,4.4,2.4,9.2,5.3,8.2,6.0,5.9,5.1,6.0,128.0,4.8599999999999985
1436,2012,SLE,Sierra Leone,Sub-Saharan Africa,6.4,110.0,3.0,4.5,4.7,3.2,4.1,9.3,10.0,10.0,7.5,10.0,10.0,9.5,0.6,5.0,2.8,7.2,5.0,5.0,5.0,5.0,9.5,8.7,9.8,10.0,9.5,9.8,5.0,9.0,7.2,8.1,5.7,9.8,7.7,10.0,10.0,5.3,7.5,5.0,7.5,7.5,,0.0,10.0,5.0,10.0,7.5,6.56,99.0,8.8,10.0,4.9,8.0,5.0,6.5,6.3,7.3,3.9,3.7,4.7,4.2,5.9,4.8,5.2,4.7,0.8,4.2,8.0,8.1,7.4,5.0,7.1,8.6,7.6,7.1,7.8,6.0,6.2,6.1,10.0,0.0,3.1,1.4,1.5,6.4,2.0,10.0,9.0,7.0,6.7,5.9,6.6,6.0,0.0,10.0,5.9,4.9,2.4,9.2,5.5,6.4,6.0,5.7,6.2,6.24,116.0,4.68
1437,2011,SLE,Sierra Leone,Sub-Saharan Africa,6.27,114.0,3.0,5.3,5.4,3.6,4.8,8.9,10.0,10.0,7.5,10.0,10.0,9.5,0.6,5.0,2.8,7.1,5.0,0.0,5.0,3.3,9.5,8.7,9.8,10.0,9.5,9.9,5.0,9.0,7.2,8.1,6.3,9.7,7.8,5.0,10.0,5.3,7.5,5.0,7.5,6.7,,0.0,10.0,5.0,10.0,7.5,6.45,103.0,8.6,9.9,3.6,8.0,,8.0,6.3,7.3,3.8,3.8,4.6,4.2,5.9,4.8,4.9,4.3,0.8,4.1,7.6,8.1,6.8,5.0,6.9,7.9,7.3,6.3,7.2,5.5,6.5,6.0,10.0,0.0,2.5,1.4,1.3,6.1,2.0,7.6,9.0,6.2,6.7,6.1,6.3,6.0,0.0,10.0,5.9,4.8,4.1,8.8,5.5,6.6,6.0,6.0,6.0,6.08,124.0,4.68
1438,2010,SLE,Sierra Leone,Sub-Saharan Africa,6.53,107.0,3.0,5.3,5.4,3.6,4.8,9.0,10.0,10.0,7.5,10.0,10.0,9.5,1.5,0.0,0.8,6.4,5.0,0.0,10.0,5.0,9.5,8.7,9.9,10.0,9.5,9.9,,9.0,7.2,8.1,6.3,9.7,8.5,10.0,10.0,4.8,,,,8.3,,0.0,10.0,5.0,10.0,7.5,6.68,101.0,8.4,10.0,10.0,,,,6.3,8.7,3.8,3.8,4.4,4.2,5.9,4.8,4.5,4.3,0.8,4.0,7.7,8.4,6.7,5.0,6.9,6.9,7.3,6.3,6.8,,6.5,6.5,10.0,0.0,2.5,1.4,1.3,6.1,2.0,7.6,9.0,6.2,6.7,,,6.0,0.0,10.0,5.7,,4.1,8.6,5.5,6.5,6.0,6.2,6.0,6.37,107.0,4.46
1439,2009,SLE,Sierra Leone,Sub-Saharan Africa,6.56,99.0,3.0,5.3,5.4,3.6,4.8,9.0,10.0,10.0,7.5,10.0,10.0,9.5,1.5,0.0,0.8,6.4,5.0,0.0,10.0,5.0,9.5,8.9,9.9,10.0,9.6,9.9,,9.0,7.2,8.1,6.3,9.8,8.5,10.0,10.0,3.1,,,,7.7,,0.0,10.0,5.0,10.0,7.5,6.64,99.0,8.8,10.0,10.0,,,,6.2,8.7,3.8,3.8,4.4,4.2,5.8,4.8,4.4,4.3,0.8,4.0,8.2,8.8,8.1,5.0,7.5,6.5,7.3,6.3,6.7,,6.0,6.0,10.0,0.0,2.5,1.4,1.3,6.0,2.0,6.9,9.0,6.0,5.6,,,6.0,0.0,10.0,5.4,,,8.5,6.4,6.2,6.0,6.8,6.0,6.47,94.0,4.46
1440,2008,SLE,Sierra Leone,Sub-Saharan Africa,6.56,100.0,3.0,5.3,5.4,3.6,4.8,8.8,10.0,10.0,,10.0,10.0,10.0,1.5,0.0,0.8,6.5,5.0,0.0,10.0,5.0,9.5,8.9,10.0,10.0,9.6,9.9,,9.0,7.2,8.1,6.3,9.8,8.5,10.0,10.0,4.5,,,,8.2,,0.0,10.0,5.0,10.0,7.5,6.71,94.0,8.0,10.0,10.0,,,,6.2,8.5,3.8,3.8,4.4,4.2,5.8,4.8,1.5,4.3,1.0,4.1,8.2,9.1,7.0,5.0,7.3,2.9,7.3,6.3,5.5,,6.0,6.0,10.0,4.5,3.3,1.4,3.1,6.2,2.0,6.2,9.0,5.7,6.7,,,6.0,0.0,10.0,5.7,,,8.4,5.8,5.6,6.0,6.5,6.0,6.41,94.0,4.46
1441,2018,SGP,Singapore,South Asia,8.21,28.0,1.0,7.1,8.2,7.9,7.7,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,8.8,9.6,10.0,5.0,10.0,8.3,6.7,4.9,8.6,4.8,6.2,3.7,2.5,6.1,5.8,6.0,8.1,5.2,5.1,10.0,10.0,5.0,7.5,7.5,5.0,7.5,7.0,0.0,10.0,5.0,10.0,7.3,7.77,53.0,5.0,9.2,9.5,9.0,9.0,9.0,3.7,7.3,5.8,7.2,7.6,8.3,7.5,7.8,9.0,9.2,1.0,7.7,10.0,9.5,9.9,10.0,9.8,10.0,10.0,10.0,10.0,8.4,9.2,8.8,10.0,10.0,6.9,10.0,9.0,9.4,10.0,10.0,10.0,10.0,10.0,7.7,8.4,10.0,10.0,0.0,7.7,7.4,9.8,9.9,9.6,10.0,9.3,9.3,9.0,8.65,2.0,9.26
1442,2017,SGP,Singapore,South Asia,8.23,28.0,1.0,7.2,8.3,7.8,7.7,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,8.8,9.6,10.0,5.0,10.0,8.3,6.7,4.5,8.6,4.8,6.1,3.6,2.5,5.9,6.9,6.4,7.7,5.1,5.1,10.0,10.0,5.0,7.5,7.5,5.0,7.5,7.0,0.0,10.0,5.0,10.0,7.3,7.75,53.0,5.1,9.2,9.5,10.0,10.0,10.0,3.9,7.5,5.9,7.3,7.1,8.3,7.5,7.8,9.0,9.2,1.0,7.7,10.0,9.5,9.9,10.0,9.9,10.0,10.0,10.0,10.0,8.2,9.2,8.7,10.0,10.0,6.9,10.0,9.0,9.4,10.0,10.0,10.0,10.0,10.0,7.6,8.4,10.0,10.0,0.0,7.7,7.6,10.0,9.9,9.5,10.0,9.3,9.4,9.0,8.7,2.0,9.26
1443,2016,SGP,Singapore,South Asia,8.2,31.0,1.0,6.9,8.1,8.0,7.7,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.5,9.1,10.0,10.0,10.0,10.0,6.7,5.4,8.6,4.8,6.4,3.6,2.5,6.1,6.8,6.5,8.1,5.4,5.2,10.0,6.4,3.3,7.5,7.5,5.0,6.6,7.0,0.0,10.0,5.0,10.0,7.3,7.75,54.0,5.3,9.2,8.7,10.0,10.0,10.0,3.8,7.4,5.8,7.3,7.1,8.3,7.6,7.6,9.0,9.2,1.0,7.6,9.8,9.4,9.9,10.0,9.8,10.0,10.0,10.0,10.0,8.2,9.2,8.7,10.0,10.0,6.9,10.0,9.0,9.4,10.0,10.0,10.0,10.0,10.0,7.6,8.4,10.0,10.0,0.0,7.7,7.7,10.0,9.9,9.5,10.0,9.3,9.4,9.0,8.65,2.0,8.5
1444,2015,SGP,Singapore,South Asia,8.19,30.0,1.0,6.9,8.1,8.0,8.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.5,9.1,10.0,5.0,10.0,8.3,6.7,5.4,8.9,4.2,6.3,3.6,2.5,6.1,6.8,6.5,8.1,5.4,5.2,10.0,10.0,3.3,7.5,7.5,5.0,7.2,7.0,0.0,10.0,5.0,10.0,7.3,7.73,55.0,5.4,8.9,9.1,10.0,10.0,10.0,3.8,7.4,5.8,7.5,7.1,8.3,7.6,7.8,9.0,9.2,1.0,7.7,9.8,9.6,9.9,10.0,9.8,10.0,10.0,10.0,10.0,8.0,9.1,8.5,10.0,10.0,6.9,10.0,9.0,9.4,10.0,10.0,10.0,10.0,10.0,7.6,8.4,10.0,,0.0,7.2,7.6,10.0,9.9,9.5,10.0,9.3,9.4,8.9,8.64,2.0,8.5
1445,2014,SGP,Singapore,South Asia,8.09,36.0,1.0,7.4,8.5,8.3,8.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.5,9.1,5.0,5.0,10.0,6.7,6.7,5.4,7.4,4.2,5.9,3.6,2.5,6.1,6.8,6.5,8.1,5.6,5.3,10.0,10.0,3.3,7.5,7.5,5.0,7.2,,0.0,10.0,5.0,10.0,7.5,7.54,60.0,5.8,8.9,9.4,10.0,10.0,10.0,3.8,7.6,5.7,7.4,7.0,8.3,7.6,7.8,9.0,8.6,1.0,7.6,9.4,8.6,9.8,10.0,9.4,10.0,10.0,10.0,10.0,8.9,9.1,9.0,10.0,10.0,7.7,10.0,9.2,9.6,10.0,10.0,10.0,10.0,10.0,8.1,8.7,10.0,10.0,0.0,7.8,7.3,10.0,9.9,9.5,10.0,9.1,9.3,9.0,8.64,2.0,8.5
1446,2013,SGP,Singapore,South Asia,7.96,38.0,1.0,7.4,8.4,8.2,8.1,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.5,9.1,5.0,5.0,10.0,6.7,6.7,5.4,7.5,3.9,5.9,3.6,0.0,6.1,6.8,6.5,8.1,5.6,4.8,10.0,10.0,3.3,5.0,7.5,5.0,6.8,,0.0,10.0,5.0,10.0,7.5,7.46,63.0,5.7,8.9,9.8,10.0,10.0,10.0,3.8,7.6,5.8,7.1,7.0,8.3,7.6,7.8,9.0,8.6,1.0,7.5,8.9,8.5,9.5,10.0,9.2,10.0,10.0,5.1,8.3,7.5,9.4,8.4,10.0,10.0,6.9,10.0,9.0,8.9,10.0,10.0,10.0,10.0,10.0,7.3,8.3,10.0,10.0,0.0,7.6,7.0,10.0,9.9,9.5,10.0,9.1,9.3,9.0,8.46,2.0,8.5
1447,2012,SGP,Singapore,South Asia,7.94,42.0,2.0,8.1,7.7,8.5,8.1,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.5,9.1,5.0,5.0,10.0,6.7,6.7,5.4,7.3,3.1,5.6,3.6,0.0,6.1,6.8,6.5,8.1,5.6,4.8,10.0,10.0,3.3,5.0,7.5,5.0,6.8,,0.0,10.0,5.0,10.0,7.5,7.44,66.0,6.1,8.8,9.5,10.0,10.0,10.0,3.8,7.6,5.8,7.3,7.1,8.3,7.6,7.8,8.9,8.8,1.0,7.5,8.4,8.6,9.1,10.0,9.0,10.0,10.0,5.3,8.4,7.6,9.4,8.5,10.0,10.0,6.9,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,7.6,8.3,10.0,10.0,0.0,7.7,7.4,10.0,9.9,9.5,10.0,9.1,9.3,9.0,8.44,2.0,8.5
1448,2011,SGP,Singapore,South Asia,8.02,40.0,2.0,8.3,7.9,8.7,8.3,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.5,9.1,5.0,5.0,10.0,6.7,6.7,5.4,7.2,3.1,5.6,3.6,0.0,6.1,6.8,6.5,8.1,5.6,4.8,10.0,10.0,3.3,5.0,7.5,5.0,6.8,,0.0,10.0,5.0,10.0,7.5,7.49,69.0,5.8,10.0,9.4,10.0,10.0,10.0,3.8,7.8,5.8,7.4,7.1,8.3,7.6,7.8,8.6,8.9,1.0,7.6,8.0,8.6,9.0,10.0,8.9,10.0,10.0,10.0,10.0,8.2,9.5,8.8,10.0,10.0,6.9,10.0,9.0,9.5,10.0,10.0,10.0,10.0,10.0,7.8,8.3,10.0,10.0,0.0,7.7,7.6,9.5,9.9,9.5,10.0,9.1,9.3,9.0,8.54,2.0,8.5
1449,2010,SGP,Singapore,South Asia,8.11,34.0,1.0,8.3,7.9,8.7,8.3,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,10.0,6.7,6.7,5.4,7.1,3.1,5.5,3.6,2.5,6.1,6.8,6.5,8.1,5.4,5.2,10.0,10.0,3.1,6.7,3.3,3.3,6.1,,0.0,10.0,5.0,10.0,7.5,7.66,63.0,5.2,10.0,9.5,10.0,10.0,10.0,3.8,7.7,5.8,7.4,7.1,8.3,7.6,8.0,9.0,9.0,1.0,7.6,7.6,8.6,9.4,10.0,8.9,10.0,10.0,10.0,10.0,8.5,9.5,9.0,10.0,10.0,6.9,10.0,9.0,9.5,10.0,10.0,10.0,10.0,10.0,8.0,8.3,10.0,10.0,0.0,7.7,7.6,9.5,9.9,9.5,10.0,9.1,9.3,9.0,8.55,2.0,10.0
1450,2009,SGP,Singapore,South Asia,8.18,28.0,1.0,8.3,7.9,8.7,8.3,9.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.9,5.0,5.0,10.0,6.7,6.3,5.5,7.8,3.6,5.8,3.6,2.5,6.1,6.8,6.5,8.1,5.3,5.2,10.0,10.0,7.7,6.7,3.3,3.3,6.8,,0.0,10.0,5.0,10.0,7.5,7.76,59.0,5.5,10.0,9.6,10.0,10.0,10.0,3.8,7.8,5.8,7.3,7.1,8.3,7.6,8.0,9.0,9.1,1.0,7.6,7.4,9.3,9.9,10.0,9.2,10.0,10.0,10.0,10.0,8.7,9.5,9.1,10.0,10.0,6.9,10.0,9.0,9.5,10.0,10.0,10.0,10.0,10.0,8.2,8.5,10.0,10.0,0.0,7.8,7.6,8.1,9.9,9.5,10.0,9.1,9.0,8.9,8.6,2.0,10.0
1451,2008,SGP,Singapore,South Asia,8.15,31.0,1.0,8.3,7.9,8.7,8.3,9.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.9,5.0,5.0,10.0,6.7,6.7,5.5,7.8,3.2,5.8,3.6,2.5,6.1,6.8,6.5,8.1,5.3,5.2,10.0,7.9,3.1,6.7,3.3,3.3,5.7,,0.0,10.0,5.0,10.0,7.5,7.65,59.0,5.7,10.0,10.0,10.0,10.0,10.0,3.8,7.9,5.9,7.4,7.2,8.3,7.6,8.0,9.0,9.1,1.0,7.8,8.4,9.3,8.7,10.0,9.1,10.0,10.0,10.0,10.0,8.9,9.6,9.2,10.0,10.0,6.2,10.0,8.7,9.5,10.0,10.0,10.0,10.0,10.0,8.1,8.7,10.0,9.6,0.0,7.7,7.6,8.1,9.9,9.5,10.0,9.1,9.0,8.9,8.64,2.0,10.0
1452,2018,SVK,Slovak Republic,Eastern Europe,7.95,36.0,1.0,,,,6.0,9.6,10.0,10.0,7.5,9.9,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,6.6,7.8,8.6,7.1,7.5,7.5,10.0,8.9,8.6,8.7,9.9,7.8,8.8,3.9,10.0,5.0,10.0,10.0,10.0,8.1,7.0,10.0,10.0,10.0,10.0,9.0,8.26,38.0,4.4,4.9,10.0,9.0,2.0,5.5,7.9,6.6,4.6,4.5,6.2,10.0,6.5,3.8,9.7,4.0,1.0,6.1,8.2,9.6,9.5,10.0,9.3,9.1,9.0,6.3,8.1,6.1,10.0,8.0,10.0,7.5,5.4,7.7,6.9,8.3,10.0,9.7,10.0,9.9,5.6,3.8,6.6,8.0,7.8,10.0,6.9,2.3,7.6,9.3,7.4,6.0,7.8,6.7,7.9,7.63,38.0,10.0
1453,2017,SVK,Slovak Republic,Eastern Europe,8.0,36.0,1.0,,,,6.1,9.4,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.6,10.0,10.0,10.0,10.0,6.0,7.3,8.6,7.1,7.2,7.4,10.0,9.0,8.3,8.6,9.9,7.8,8.7,10.0,10.0,7.5,10.0,10.0,10.0,9.6,7.0,10.0,10.0,10.0,10.0,9.0,8.39,35.0,4.3,5.0,10.0,9.0,2.0,5.5,7.9,6.5,4.5,4.4,5.8,10.0,6.8,3.8,9.7,4.2,1.0,6.1,7.6,9.7,9.7,10.0,9.3,9.0,9.0,6.7,8.2,6.0,10.0,8.0,10.0,7.5,5.4,7.7,6.9,8.3,10.0,9.7,10.0,9.9,5.6,3.6,6.6,8.0,7.8,10.0,6.9,2.4,7.6,9.1,6.9,6.0,7.8,6.6,7.8,7.6,41.0,10.0
1454,2016,SVK,Slovak Republic,Eastern Europe,8.06,34.0,1.0,,,,6.2,9.6,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,7.5,7.3,8.6,7.1,7.6,7.3,10.0,9.1,8.4,8.7,10.0,8.7,9.0,10.0,10.0,7.5,10.0,10.0,10.0,9.6,7.0,10.0,10.0,10.0,10.0,9.0,8.49,34.0,4.2,4.8,10.0,9.0,2.0,5.5,8.2,6.6,4.6,4.4,5.7,10.0,6.7,3.1,9.7,4.2,1.0,6.1,8.3,9.7,9.9,10.0,9.5,9.0,9.0,6.8,8.3,5.8,10.0,7.9,10.0,7.5,5.4,7.7,6.9,8.2,10.0,8.8,10.0,9.6,,3.5,6.7,,7.8,10.0,7.0,2.3,8.0,9.5,7.0,6.3,7.8,6.8,7.8,7.62,40.0,10.0
1455,2015,SVK,Slovak Republic,Eastern Europe,8.05,36.0,1.0,,,,6.0,9.7,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,8.4,9.4,8.9,8.0,8.7,7.3,10.0,9.1,8.4,8.7,10.0,8.7,9.0,10.0,10.0,7.7,10.0,10.0,10.0,9.6,7.0,10.0,10.0,10.0,10.0,9.0,8.56,37.0,4.2,4.8,6.9,9.0,2.0,5.5,8.2,5.9,4.6,4.3,5.7,10.0,6.7,3.3,9.7,4.3,1.0,6.1,9.3,9.7,9.9,10.0,9.7,9.1,9.0,7.0,8.4,5.7,10.0,7.9,10.0,7.5,5.4,7.7,6.9,8.3,10.0,8.8,9.0,9.3,6.7,3.2,6.6,8.0,7.8,10.0,7.0,2.2,7.3,9.6,6.6,6.3,7.8,6.6,7.6,7.53,43.0,10.0
1456,2014,SVK,Slovak Republic,Eastern Europe,8.16,32.0,1.0,,,,5.9,9.5,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,8.4,9.4,9.5,8.3,8.9,7.3,10.0,9.1,8.4,8.7,10.0,8.7,9.0,10.0,10.0,7.7,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.63,36.0,4.4,4.5,8.8,9.0,2.0,5.5,8.2,6.3,4.5,4.3,5.6,10.0,6.7,3.3,9.7,4.3,1.0,6.1,9.5,9.7,10.0,10.0,9.8,9.8,8.9,6.5,8.4,8.0,10.0,9.0,10.0,7.5,5.4,7.7,6.9,8.6,10.0,8.6,9.0,9.2,6.7,4.4,7.6,8.0,7.8,10.0,7.4,2.3,7.3,9.6,6.6,6.3,7.9,6.7,7.8,7.69,33.0,10.0
1457,2013,SVK,Slovak Republic,Eastern Europe,8.14,30.0,1.0,,,,5.9,9.5,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,8.4,9.4,9.2,8.7,8.9,7.3,10.0,9.1,8.4,8.7,10.0,8.7,9.0,10.0,10.0,7.7,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.64,32.0,4.6,4.5,9.7,9.0,2.0,5.5,9.1,6.7,4.3,4.3,5.5,10.0,6.7,4.5,9.7,4.3,1.0,6.2,9.7,9.7,9.7,10.0,9.8,9.6,8.9,6.2,8.3,6.0,7.8,6.9,10.0,7.5,5.4,7.7,6.9,8.0,10.0,8.6,9.0,9.2,6.7,3.1,6.0,8.0,7.8,10.0,6.9,2.4,7.3,9.6,6.6,6.3,7.7,6.6,7.6,7.64,32.0,10.0
1458,2012,SVK,Slovak Republic,Eastern Europe,8.16,29.0,1.0,,,,5.9,9.5,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,8.9,9.3,9.0,8.7,9.0,7.9,10.0,9.1,8.5,8.8,10.0,8.8,9.1,10.0,10.0,7.9,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.68,30.0,4.9,4.3,9.8,10.0,3.0,6.5,8.9,6.9,4.3,4.3,5.5,10.0,6.8,4.5,9.7,4.4,1.0,6.2,9.8,9.6,8.9,10.0,9.6,9.6,8.9,6.1,8.2,6.0,7.7,6.9,10.0,7.5,5.4,6.4,6.4,7.9,10.0,7.9,9.0,9.0,6.7,3.7,6.8,8.0,7.8,10.0,7.2,2.4,7.3,9.3,7.7,6.2,7.7,6.8,7.6,7.63,30.0,10.0
1459,2011,SVK,Slovak Republic,Eastern Europe,8.23,25.0,1.0,,,,6.3,9.3,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.6,10.0,10.0,10.0,10.0,8.9,9.3,8.6,7.9,8.7,7.9,10.0,9.1,8.5,8.8,10.0,10.0,9.3,10.0,10.0,8.0,10.0,10.0,10.0,9.7,,10.0,10.0,10.0,10.0,10.0,8.75,28.0,4.7,4.5,9.7,10.0,3.0,6.5,8.9,6.9,4.5,4.4,5.6,10.0,7.0,4.5,9.7,4.8,1.0,6.3,9.5,9.6,9.2,10.0,9.6,9.7,8.9,6.2,8.3,6.5,7.7,7.1,10.0,7.5,5.4,6.4,6.4,8.0,10.0,7.6,9.0,8.9,6.7,4.2,6.8,8.0,10.0,10.0,7.6,2.7,7.4,9.4,8.3,6.2,7.7,7.0,7.8,7.7,28.0,10.0
1460,2010,SVK,Slovak Republic,Eastern Europe,8.22,25.0,1.0,,,,6.3,9.4,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.6,10.0,10.0,10.0,10.0,9.0,9.3,9.6,8.2,9.0,7.9,10.0,9.1,8.5,8.8,10.0,8.8,9.1,10.0,10.0,7.9,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.75,29.0,4.4,4.3,9.6,10.0,3.0,6.5,8.9,6.7,4.4,4.3,5.6,10.0,6.9,4.4,9.7,4.7,1.0,6.3,9.9,9.5,9.8,10.0,9.8,9.6,9.0,6.4,8.3,7.0,7.7,7.3,10.0,7.5,5.4,6.4,6.4,8.0,10.0,6.6,10.0,8.9,6.7,3.7,6.8,8.0,7.8,10.0,7.2,2.8,7.4,9.3,8.3,6.2,7.4,6.9,7.6,7.69,25.0,10.0
